Run,Type,Flag,StartTime,StopTime,Length,Geometry,Channels,Trigger,T1,T2,T3,T4,Events,LG,HG,Ped,Vbias,Size,PedRun,MIPRun,TrgRate,Note
21,cmdata,bad,2024-04-25 18:44,2024-04-25 18:45,0,20240418,192,60,0.005,0.005,0.005,0.005,6409,50,50,50,43.0,70,11,,,trigger threshold = 0.001 V
22,ptrg,good,2024-04-25 18:51,2024-04-25 18:51,0,20240418,192,0,0.005,0.005,0.005,0.005,10874,50,50,50,43.0,118,-1,,,
23,cmdata,good,2024-04-25 19:00,2024-04-26 01:00,360,20240418,192,60,0.005,0.005,0.005,0.005,466617,50,50,50,43.0,5041,22,,,collision commissioning
24,cmdata,good,2024-04-26 01:00,2024-04-26 07:00,360,20240418,192,60,0.005,0.005,0.005,0.005,2313008,50,50,50,43.0,24988,22,,,collision commissioning
25,cmdata,good,2024-04-26 07:00,2024-04-26 13:00,360,20240418,192,60,0.005,0.005,0.005,0.005,754136,50,50,50,43.0,8148,22,,,
26,cmdata,good,2024-04-26 13:01,2024-04-26 16:02,181,20240418,192,60,0.005,0.005,0.005,0.005,291817,50,50,50,43.0,3153,22,,,
27,ptrg,good,2024-04-26 16:04,2024-04-26 16:04,0,20240418,192,0,0.005,0.005,0.005,0.005,11258,50,50,100,43.0,122,-1,,,"LG = 50, HG=50, ped pos = 100"
28,ptrg,good,2024-04-26 17:49,2024-04-26 17:49,0,20240418,192,0,0.005,0.005,0.005,0.005,11894,40,50,100,43.0,129,-1,,,"LG = 40, HG=50, ped pos = 100"
29,cmdata,good,2024-04-26 18:00,2024-04-26 20:00,120,20240418,192,60,0.005,0.005,0.005,0.005,687875,40,50,100,43.0,7.3G,28,,,
30,cmdata,good,2024-04-26 20:00,2024-04-26 22:00,119,20240418,192,60,0.005,0.005,0.005,0.005,521891,40,50,100,43.0,5.6G,28,,,
31,cmdata,good,2024-04-26 22:00,2024-04-27 00:00,120,20240418,192,60,0.005,0.005,0.005,0.005,243211,40,50,100,43.0,2628,28,,,
32,data,bad,2024-04-27 00:01,2024-04-27 02:01,120,20240418,192,60,0.005,0.005,0.005,0.005,2067383,40,50,100,43.0,22335,28,,,"Too high trigger rate, unable to rebuild events"
33,data,good,2024-04-27 02:01,2024-04-27 04:01,119,20240418,192,60,0.005,0.005,0.005,0.005,2431993,40,50,100,43.0,26274,28,,,"Too high trigger rate, unable to rebuild events"
34,data,good,2024-04-27 04:02,2024-04-27 06:02,119,20240418,192,60,0.005,0.005,0.005,0.005,2223604,40,50,100,43.0,24023,28,,,
35,data,good,2024-04-27 06:02,2024-04-27 08:02,120,20240418,192,60,0.005,0.005,0.005,0.005,2101232,40,50,100,43.0,22701,28,,,
36,data,good,2024-04-27 08:02,2024-04-27 10:02,120,20240418,192,60,0.005,0.005,0.005,0.005,2780428,40,50,100,43.0,30038,28,,,
37,data,good,2024-04-27 10:03,2024-04-27 12:03,119,20240418,192,60,0.005,0.005,0.005,0.005,2734219,40,50,100,43.0,29539,28,,,
38,data,good,2024-04-27 12:03,2024-04-27 14:03,120,20240418,192,60,0.005,0.005,0.005,0.005,2716753,40,50,100,43.0,29350,28,,,
39,data,good,2024-04-27 14:04,2024-04-27 16:04,120,20240418,192,60,0.005,0.005,0.005,0.005,2291350,40,50,100,43.0,24754,28,,,
40,data,good,2024-04-27 16:04,2024-04-27 18:04,119,20240418,192,60,0.005,0.005,0.005,0.005,2252301,40,50,100,43.0,24333,28,,,
41,data,bad,2024-04-27 18:05,2024-04-27 20:05,120,20240418,192,60,0.005,0.005,0.005,0.005,2612132,40,50,100,43.0,28220,28,,,
42,data,bad,2024-04-27 20:05,2024-04-27 22:05,120,20240418,192,60,0.005,0.005,0.005,0.005,2540824,40,50,100,43.0,27450,28,,,
43,data,bad,2024-04-27 22:05,2024-04-28 00:05,119,20240418,192,60,0.005,0.005,0.005,0.005,2110813,40,50,100,43.0,22814,28,,,No info file
44,cmdata,good,2024-04-28 16:09,2024-04-28 18:09,120,20240418,192,60,0.005,0.005,0.005,0.005,3858,40,50,100,43.0,42,28,,,No info file
45,junk,bad,2024-04-29 06:12,2024-04-29 08:12,120,20240418,192,0,0.005,0.005,0.005,0.005,2192981,40,50,100,43.0,3,28,,,The list file is incomplete
46,cmdata,good,2024-04-29 08:12,2024-04-29 09:48,95,20240418,192,60,0.005,0.005,0.005,0.005,4970,40,50,100,43.0,55,28,,,No Info file
47,ptrg,good,2024-04-29 10:54,2024-04-29 10:54,0,20240418,192,0,0.005,0.005,0.005,0.005,11059,40,50,100,43.0,120,-1,,,
48,ptrg,good,2024-04-29 14:06,2024-04-29 14:06,0,20240418,192,0,0.005,0.005,0.005,0.005,11059,40,50,100,43.0,120,-1,,,
49,ptrg,good,2024-04-29 15:53,2024-04-29 15:54,0,20240429,192,0,0.005,0.005,0.005,0.005,12063,40,50,100,43.0,131,-1,,,
50,cmdata,good,2024-04-29 16:00,2024-04-29 18:00,120,20240429,192,60,0.005,0.005,0.005,0.005,4953,40,50,100,43.0,54,49,,,
51,cmdata,good,2024-04-29 18:00,2024-04-29 20:00,120,20240429,192,60,0.005,0.005,0.005,0.005,4687,40,50,100,43.0,51,49,,,
52,cmdata,good,2024-04-29 20:00,2024-04-29 22:00,119,20240429,192,60,0.005,0.005,0.005,0.005,13171,40,50,100,43.0,143,49,,,
53,cmdata,bad,2024-04-29 22:01,2024-04-30 00:01,120,20240429,192,60,0.005,0.005,0.005,0.005,256626,40,50,100,43.0,2773,49,,,collision commissioning
54,data,good,2024-04-30 00:01,2024-04-30 02:01,120,20240429,192,60,0.005,0.005,0.005,0.005,2262424,40,50,100,43.0,24442,49,,,collision commissioning
55,data,bad,2024-04-30 02:01,2024-04-30 04:01,119,20240429,192,60,0.005,0.005,0.005,0.005,2615162,40,50,100,43.0,28253,49,,,collision commissioning
56,data,bad,2024-04-30 04:02,2024-04-30 06:02,119,20240429,192,60,0.005,0.005,0.005,0.005,2546929,40,50,100,43.0,27515,49,,,collision commissioning
57,data,bad,2024-04-30 06:02,2024-04-30 08:02,120,20240429,192,60,0.005,0.005,0.005,0.005,2496197,40,50,100,43.0,26967,49,,,collision commissioning
58,data,bad,2024-04-30 08:03,2024-04-30 10:03,120,20240429,192,60,0.005,0.005,0.005,0.005,2339237,40,50,100,43.0,25272,49,,,collision commissioning
59,ptrg,good,2024-04-30 11:21,2024-04-30 11:21,0,20240429,192,0,0.005,0.005,0.005,0.005,11257,40,50,100,43.0,122,-1,,,"LG = 40, HG=50, ped pos = 100"
60,ptrg,good,2024-04-30 11:40,2024-04-30 11:40,0,20240429,192,0,0.005,0.005,0.005,0.005,11056,40,50,150,43.0,120,-1,,,"LG = 40, HG=50, ped pos = 150"
61,ptrg,good,2024-04-30 11:44,2024-04-30 11:45,0,20240429,192,0,0.005,0.005,0.005,0.005,11081,40,50,160,43.0,120,-1,,,"LG = 40, HG=50, ped pos = 160"
62,cmdata,good,2024-04-30 13:07,2024-04-30 18:25,317,20240429,192,6,0.005,0.005,0.005,0.005,49779,40,50,160,43.0,538,61,,,beam injection at the end
63,data,good,2024-04-30 18:48,2024-04-30 20:48,120,20240429,192,6,0.005,0.1,0.05,0.005,52,40,50,160,43.0,1,61,,,pp200_production_LowLuminosity; tile 2 = 0.1V; tile 3 = 0.05V
64,data,good,2024-04-30 20:49,2024-04-30 22:49,120,20240429,192,6,0.005,0.1,0.05,0.005,37,40,50,160,43.0,1,61,,,pp200_production_LowLuminosity; tile 2 = 0.1V; tile 3 = 0.05V
65,data,good,2024-04-30 22:49,2024-05-01 00:49,119,20240429,192,6,0.005,0.005,0.005,0.005,40,40,50,160,43.0,1,61,,,
66,data,good,2024-05-01 00:49,2024-05-01 02:49,120,20240429,192,6,0.005,0.005,0.005,0.005,37,40,50,160,43.0,1,61,,,
67,data,good,2024-05-01 02:50,2024-05-01 04:50,120,20240429,192,6,0.005,0.005,0.005,0.005,154,40,50,160,43.0,2,61,,,
68,data,good,2024-05-01 04:50,2024-05-01 06:50,119,20240429,192,6,0.005,0.005,0.005,0.005,110,40,50,160,43.0,2,61,,,
69,data,good,2024-05-01 06:51,2024-05-01 08:51,119,20240429,192,6,0.005,0.005,0.005,0.005,41,40,50,160,43.0,1,61,,,
70,data,good,2024-05-01 08:51,2024-05-01 10:30,99,20240429,192,6,0.005,0.005,0.005,0.005,7,40,50,160,43.0,1,61,,,
71,ptrg,good,2024-05-01 11:23,2024-05-01 11:23,0,20240429,192,0,0.005,0.005,0.005,0.005,13724,40,50,160,43.0,121,-1,,,with beam injection
72,data,good,2024-05-01 12:24,2024-05-01 12:27,2,20240429,192,6,0.005,0.01,0.01,0.005,715,40,50,160,43.0,8,71,,,tile 2 = tile 3 = 0.01 V
73,data,good,2024-05-01 12:28,2024-05-01 12:29,1,20240429,192,6,0.005,0.02,0.02,0.005,51,40,50,160,43.0,1,71,,,tile 2 = tile 3 = 0.02 V
74,data,good,2024-05-01 12:31,2024-05-01 12:32,0,20240429,192,6,0.005,0.015,0.015,0.005,88,40,50,160,43.0,1,71,,,tile 2 = tile 3 = 0.015 V
75,data,good,2024-05-01 12:40,2024-05-01 12:41,0,20240429,192,4,0.005,0.005,0.015,0.005,3059,40,50,160,43.0,34,71,,,tile 3 = 0.015 V
76,data,good,2024-05-01 12:42,2024-05-01 12:43,0,20240429,192,4,0.005,0.005,0.02,0.005,2465,40,50,160,43.0,27,71,,,tile 3 = 0.02 V
77,data,good,2024-05-01 12:44,2024-05-01 12:45,0,20240429,192,4,0.005,0.005,0.03,0.005,1106,40,50,160,43.0,12,71,,,tile 3 = 0.03 V
78,data,good,2024-05-01 12:45,2024-05-01 12:46,0,20240429,192,4,0.005,0.005,0.05,0.005,494,40,50,160,43.0,6,71,,,tile 3 = 0.05 V
79,data,good,2024-05-01 12:46,2024-05-01 12:47,0,20240429,192,4,0.005,0.005,0.1,0.005,303,40,50,160,43.0,4,71,,,tile 3 = 0.1 V
80,data,bad,2024-05-01 12:48,2024-05-01 12:48,0,20240429,192,2,0.005,0.01,0.005,0.005,8566,40,50,160,43.0,93,71,,,tile 2 = 0.01 V
81,data,good,2024-05-01 12:49,2024-05-01 12:49,0,20240429,192,2,0.005,0.015,0.005,0.005,7012,40,50,160,43.0,76,71,,,tile 2 = 0.015 V
82,data,good,2024-05-01 12:50,2024-05-01 12:50,0,20240429,192,2,0.005,0.02,0.005,0.005,2735,40,50,160,43.0,30,71,,,tile 2 = 0.02 V
83,data,good,2024-05-01 12:51,2024-05-01 12:51,0,20240429,192,2,0.005,0.03,0.005,0.005,944,40,50,160,43.0,11,71,,,tile 2 = 0.03 V
84,data,good,2024-05-01 12:52,2024-05-01 12:52,0,20240429,192,2,0.005,0.05,0.005,0.005,422,40,50,160,43.0,5,71,,,tile 2 = 0.05 V
85,data,good,2024-05-01 12:53,2024-05-01 12:53,0,20240429,192,2,0.005,0.1,0.005,0.005,220,40,50,160,43.0,3,71,,,tile 2 = 0.1 V
86,data,good,2024-05-01 13:03,2024-05-01 15:03,119,20240429,192,4,0.005,0.005,0.1,0.005,43100,40,50,160,43.0,466,71,,,pp200_production_LowLuminosity; tile 3 = 0.1 V
87,data,good,2024-05-01 15:03,2024-05-01 17:03,120,20240429,192,4,0.005,0.005,0.1,0.005,42991,40,50,160,43.0,465,71,,,tile 3 = 0.1 V
88,data,good,2024-05-01 17:04,2024-05-01 19:04,120,20240429,192,4,0.005,0.005,0.1,0.005,43881,40,50,160,43.0,475,71,,,tile 3 = 0.1 V
89,data,good,2024-05-01 19:04,2024-05-01 21:04,119,20240429,192,4,0.005,0.005,0.1,0.005,43519,40,50,160,43.0,471,71,,,tile 3 = 0.1 V
90,data,good,2024-05-01 21:05,2024-05-01 23:05,120,20240429,192,4,0.005,0.005,0.1,0.005,31853,40,50,160,43.0,345,71,,,tile 3 = 0.1 V
91,data,bad,2024-05-01 23:05,2024-05-02 01:05,120,20240429,192,4,0.005,0.005,0.1,0.005,31854,40,50,160,43.0,1,71,,,tile 3 = 0.1 V
92,data,good,2024-05-01 23:06,2024-05-02 01:06,120,20240429,192,4,0.005,0.005,0.1,0.005,29281,40,50,160,43.0,317,71,,,tile 3 = 0.1 V
93,data,good,2024-05-02 01:06,2024-05-02 03:06,120,20240429,192,4,0.005,0.005,0.1,0.005,43479,40,50,160,43.0,470,71,,,tile 3 = 0.1 V
94,data,good,2024-05-02 03:06,2024-05-02 05:06,119,20240429,192,4,0.005,0.005,0.1,0.005,43841,40,50,160,43.0,474,71,,,tile 3 = 0.1 V
95,data,good,2024-05-02 05:07,2024-05-02 07:07,120,20240429,192,4,0.005,0.005,0.1,0.005,42557,40,50,160,43.0,460,71,,,tile 3 = 0.1 V
96,data,good,2024-05-02 07:07,2024-05-02 09:07,120,20240429,192,4,0.005,0.005,0.1,0.005,42396,40,50,160,43.0,459,71,,,tile 3 = 0.1 V
97,data,good,2024-05-02 09:07,2024-05-02 11:07,119,20240429,192,4,0.005,0.005,0.1,0.005,29863,40,50,160,43.0,323,71,,,tile 3 = 0.1 V
98,data,good,2024-05-02 11:08,2024-05-02 13:08,120,20240429,192,4,0.005,0.005,0.1,0.005,0,40,50,160,43.0,1,71,,,tile 3 = 0.1 V
99,data,good,2024-05-02 13:08,2024-05-02 15:08,120,20240429,192,4,0.005,0.005,0.1,0.005,3,40,50,160,43.0,1,71,,,tile 3 = 0.1 V
100,ptrg,good,2024-05-02 15:22,2024-05-02 15:22,0,20240429,192,0,0.005,0.005,0.005,0.005,15903,40,50,160,43.0,172,-1,,,with beam injection
101,cmdata,good,2024-05-02 15:23,2024-05-02 16:41,78,20240429,192,2,0.01,0.005,0.005,0.005,1663,40,50,160,43.0,18,100,,,tile 2 = 0.01 V; beam injection
102,ptrg,good,2024-05-02 16:44,2024-05-02 16:44,0,20240429,192,0,0.005,0.005,0.005,0.005,15882,30,50,160,43.0,172,-1,,,"LG=30, HG=50, Ped=160"
103,data,good,2024-05-02 16:50,2024-05-02 18:50,119,20240429,192,4,0.005,0.005,0.005,0.005,44538,30,50,160,43.0,482,102,,,"LG=30, HG=50, Ped=160"
104,data,good,2024-05-02 18:50,2024-05-02 20:50,120,20240429,192,4,0.005,0.005,0.005,0.005,37717,30,50,160,43.0,408,102,,,"LG=30, HG=50, Ped=160"
105,data,good,2024-05-02 20:51,2024-05-02 22:51,120,20240429,192,4,0.005,0.005,0.005,0.005,44282,30,50,160,43.0,479,102,,,"LG=30, HG=50, Ped=160"
106,data,good,2024-05-02 22:51,2024-05-03 00:51,120,20240429,192,4,0.005,0.005,0.005,0.005,43629,30,50,160,43.0,472,102,,,"LG=30, HG=50, Ped=160"
107,data,good,2024-05-03 00:51,2024-05-03 02:51,119,20240429,192,4,0.005,0.005,0.005,0.005,39539,30,50,160,43.0,428,102,,,"LG=30, HG=50, Ped=160"
108,data,good,2024-05-03 02:52,2024-05-03 04:52,120,20240429,192,4,0.005,0.005,0.005,0.005,2881,30,50,160,43.0,32,102,,,"LG=30, HG=50, Ped=160"
109,data,good,2024-05-03 04:52,2024-05-03 06:52,120,20240429,192,4,0.005,0.005,0.005,0.005,968,30,50,160,43.0,11,102,,,"LG=30, HG=50, Ped=160"
110,data,good,2024-05-03 06:53,2024-05-03 08:53,119,20240429,192,4,0.005,0.005,0.005,0.005,26985,30,50,160,43.0,292,102,,,"LG=30, HG=50, Ped=160"
111,data,good,2024-05-03 08:53,2024-05-03 10:53,120,20240429,192,4,0.005,0.005,0.005,0.005,48949,30,50,160,43.0,529,102,,,"LG=30, HG=50, Ped=160"
112,data,good,2024-05-03 10:53,2024-05-03 12:53,120,20240429,192,4,0.005,0.005,0.005,0.005,43315,30,50,160,43.0,468,102,,,"LG=30, HG=50, Ped=160"
113,data,bad,2024-05-03 12:54,2024-05-03 13:51,56,20240429,192,4,0.005,0.005,0.005,0.005,12300,30,50,160,43.0,89,102,,,"LG=30, HG=50, Ped=160"
114,ptrg,good,2024-05-03 14:07,2024-05-03 14:07,0,20240429,192,0,0.005,0.005,0.005,0.005,13955,30,50,160,43.0,151,-1,,,"LG=30, HG=50, Ped=160"
115,cmdata,good,2024-05-03 14:08,2024-05-03 16:35,146,20240429,192,4,0.005,0.005,0.005,0.005,38740,30,50,160,43.0,419,114,,,"cosmic with beam injection, CAEN unit 1 and 3 trip off during the run"
116,ptrg,good,2024-05-03 16:46,2024-05-03 16:46,0,20240429,192,0,0.005,0.005,0.005,0.005,13119,30,55,160,43.0,142,-1,,,"LG=30, HG=55, Ped=160"
117,ptrg,good,2024-05-03 16:47,2024-05-03 16:47,0,20240429,192,0,0.005,0.005,0.005,0.005,13475,30,60,160,43.0,146,-1,,,"LG=30, HG=60, Ped=160"
118,cmdata,good,2024-05-03 16:50,2024-05-03 17:28,37,20240429,192,4,0.005,0.005,0.005,0.005,87083,30,60,160,43.0,941,116,,,"cosmic with beam injection, CAEN unit 1 and 3 trip off during the run; HG=60"
119,cmdata,good,2024-05-03 17:36,2024-05-03 18:21,45,20240429,192,4,0.005,0.005,0.005,0.005,799,30,55,160,43.0,9,116,,,"HG=55, Tile 3 = 0.005 V"
120,cmdata,good,2024-05-03 18:30,2024-05-03 19:01,30,20240429,192,4,0.005,0.005,0.005,0.005,3509,30,55,160,43.0,38,116,,,"cosmic with beam injection, HG=55, Tile 3 = 0.005 V"
121,data,good,2024-05-03 19:07,2024-05-03 19:26,19,20240429,192,4,0.005,0.005,0.005,0.005,14918,30,55,160,43.0,162,116,,,HG=55
122,data,good,2024-05-03 19:27,2024-05-03 19:44,16,20240429,192,4,0.005,0.005,0.1,0.005,6571,30,55,160,43.0,71,116,,,"HG=55, tile 3 = 0.1V"
123,data,good,2024-05-03 19:44,2024-05-03 19:45,0,20240429,192,4,0.005,0.005,0.15,0.005,235,30,55,160,43.0,3,116,,,"HG=55, tile 3 = 0.15V"
124,data,good,2024-05-03 19:46,2024-05-03 21:46,120,20240429,192,4,0.005,0.01,0.2,0.005,8294,30,55,160,43.0,90,116,,0.04,
125,data,good,2024-05-03 21:46,2024-05-03 23:46,120,20240429,192,4,0.005,0.01,0.2,0.005,8017,30,55,160,43.0,87,116,,0.04,
126,data,good,2024-05-03 23:46,2024-05-04 01:46,119,20240429,192,4,0.005,0.01,0.2,0.005,8011,30,55,160,43.0,87,116,,0.04,
127,data,bad,2024-05-04 01:47,2024-05-04 03:47,119,20240429,192,4,0.005,0.01,0.2,0.005,8004,30,55,160,43.0,87,116,,0.04,
128,data,good,2024-05-04 03:47,2024-05-04 05:47,120,20240429,192,4,0.005,0.01,0.2,0.005,8059,30,55,160,43.0,88,116,,0.04,
129,data,bad,2024-05-04 05:48,2024-05-04 07:48,120,20240429,192,4,0.005,0.01,0.2,0.005,8194,30,55,160,43.0,89,116,,0.04,
130,data,good,2024-05-04 07:48,2024-05-04 09:48,119,20240429,192,4,0.005,0.01,0.2,0.005,6935,30,55,160,43.0,75,116,,0.04,
131,data,good,2024-05-04 09:48,2024-05-04 11:48,120,20240429,192,4,0.005,0.01,0.2,0.005,8939,30,55,160,43.0,97,116,,0.04,
132,data,good,2024-05-04 11:49,2024-05-04 13:49,120,20240429,192,4,0.005,0.01,0.2,0.005,8154,30,55,160,43.0,89,116,,0.04,
133,data,good,2024-05-04 13:49,2024-05-04 15:49,119,20240429,192,4,0.005,0.01,0.2,0.005,7856,30,55,160,43.0,85,116,,0.04,
134,data,good,2024-05-04 15:50,2024-05-04 17:50,120,20240429,192,4,0.005,0.01,0.2,0.005,8223,30,55,160,43.0,89,116,,0.04,
135,data,good,2024-05-04 17:50,2024-05-04 19:50,120,20240429,192,4,0.005,0.01,0.2,0.005,7394,30,55,160,43.0,80,116,,0.04,
136,data,good,2024-05-04 19:50,2024-05-04 21:50,119,20240429,192,4,0.005,0.01,0.2,0.005,12726,30,55,160,43.0,138,116,,0.04,
137,data,good,2024-05-04 21:51,2024-05-04 23:51,119,20240429,192,4,0.005,0.01,0.2,0.005,9380,30,55,160,43.0,102,116,,0.04,
138,data,good,2024-05-04 23:51,2024-05-05 00:44,53,20240429,192,4,0.005,0.01,0.2,0.005,3916,30,55,160,43.0,43,116,,0.04,
139,cmdata,good,2024-05-06 09:50,2024-05-06 10:21,31,20240429,192,4,0.005,0.01,0.2,0.005,626,30,55,160,43.0,7,116,,0.04,
140,ptrg,good,2024-05-06 10:35,2024-05-06 10:35,0,20240429,192,0,0.005,0.01,0.2,0.005,16214,30,55,160,43.0,163,116,,0.04,
141,cmdata,good,2024-05-06 10:36,2024-05-06 14:22,225,20240429,192,4,0.005,0.01,0.005,0.005,136264,30,55,160,43.0,1473,116,,0.04,
142,cmdata,good,2024-05-06 14:23,2024-05-06 15:26,62,20240429,192,4,0.005,0.01,0.2,0.005,5704,30,55,160,43.0,62,116,,0.04,tune beam
143,data,good,2024-05-06 15:37,2024-05-06 17:46,129,20240429,192,4,0.005,0.01,0.2,0.005,10849,30,55,160,43.0,118,116,,0.04,
144,data,bad,2024-05-06 17:47,2024-05-06 19:47,120,20240429,192,4,0.005,0.01,0.2,0.005,10948,30,55,160,43.0,119,116,,0.04,
145,data,good,2024-05-06 19:47,2024-05-06 21:47,119,20240429,192,4,0.005,0.01,0.2,0.005,9818,30,55,160,43.0,107,116,,0.04,
146,data,good,2024-05-06 21:48,2024-05-06 23:48,120,20240429,192,4,0.005,0.01,0.2,0.005,9401,30,55,160,43.0,102,116,,0.04,
147,data,good,2024-05-06 23:48,2024-05-07 01:48,120,20240429,192,4,0.005,0.01,0.2,0.005,9247,30,55,160,43.0,100,116,,0.04,
148,data,good,2024-05-07 01:49,2024-05-07 03:49,119,20240429,192,4,0.005,0.01,0.2,0.005,13343,30,55,160,43.0,145,116,,0.04,
149,data,good,2024-05-07 03:49,2024-05-07 05:49,120,20240429,192,4,0.005,0.01,0.2,0.005,11092,30,55,160,43.0,120,116,,0.04,
150,data,good,2024-05-07 05:49,2024-05-07 07:49,120,20240429,192,4,0.005,0.01,0.2,0.005,10097,30,55,160,43.0,110,116,,0.04,
151,data,good,2024-05-07 07:50,2024-05-07 08:16,25,20240429,192,4,0.005,0.01,0.2,0.005,1958,30,55,160,43.0,22,116,,0.04,No Info file
152,ptrg,good,2024-05-07 10:39,2024-05-07 10:39,0,20240429,192,0,0.005,0.01,0.2,0.005,16909,30,55,160,43.0,183,116,,0.04,
153,cmdata,good,2024-05-07 10:43,2024-05-07 12:15,91,20240429,192,4,0.005,0.01,0.005,0.005,1907,30,55,160,43.0,21,152,,0.04,
154,ptrg,good,2024-05-07 14:53,2024-05-07 14:54,0,20240429,192,0,0.005,0.01,0.2,0.005,15881,30,55,160,43.0,172,116,,0.04,ptrg after work on the prototype
155,cmdata,good,2024-05-07 14:55,2024-05-07 15:12,16,20240429,192,240,0.005,0.005,0.005,0.005,1005,30,55,160,43.0,11,154,,0.04,
156,cmdata,good,2024-05-07 15:13,2024-05-07 16:26,73,20240429,192,240,0.005,0.005,0.005,0.005,3773,30,55,160,43.0,41,154,,0.0,
157,cmdata,good,2024-05-07 16:32,2024-05-07 18:30,118,20240429,192,240,0.005,0.005,0.005,0.005,6238,30,55,160,43.0,68,154,,0.0,
158,cmdata,good,2024-05-07 18:31,2024-05-07 20:31,119,20240429,192,240,0.005,0.005,0.005,0.005,6160,30,55,160,43.0,67,154,,0.0,
159,cmdata,good,2024-05-07 20:31,2024-05-07 22:31,120,20240429,192,240,0.005,0.005,0.005,0.005,6294,30,55,160,43.0,69,154,,0.0,
160,cmdata,good,2024-05-07 22:31,2024-05-07 23:24,53,20240429,192,240,0.005,0.005,0.005,0.005,2779,30,55,160,43.0,31,154,,0.0,
161,cmdata,good,2024-05-07 23:25,2024-05-08 01:25,120,20240429,192,240,0.2,0.2,0.2,0.2,0,30,55,160,43.0,1,154,,0.0,
162,cmdata,good,2024-05-08 01:25,2024-05-08 03:25,119,20240429,192,240,0.2,0.2,0.2,0.2,1,30,55,160,43.0,1,154,,0.0,
163,cmdata,good,2024-05-08 03:26,2024-05-08 05:26,120,20240429,192,240,0.2,0.2,0.2,0.2,3,30,55,160,43.0,1,154,,0.0,
164,cmdata,good,2024-05-08 05:26,2024-05-08 07:26,120,20240429,192,240,0.2,0.2,0.2,0.2,0,30,55,160,43.0,1,154,,0.0,
